docId,sentenceId,sentence,binary,passive_match(es),raw_passive_count,cola_passive_binary
667,1,i bought three quarts of wine and two of clorox.,0,,0,0
668,1,"scientists at the south hanoi institute of technology have succeeded in raising one dog with five legs, another with a cow's liver, and a third with no head.",0,,0,0
669,1,"bill's story about sue may be amazing, but max's is virtually incredible.",0,,0,0
670,1,"i like bill's yellow shirt, but not max's.",0,,0,0
671,1,bill's funny story about sue and max's boring one about kathy both amazed me.,0,,0,0
672,1,bill's wine from france and ted's from california cannot be compared.,1,['be compared'],1,0
673,1,"as a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.",0,,0,0
674,1,neither von karajan's recording of beethoven's 6th on columbia nor klemperer's on angel has the right tempo.,0,,0,0
675,1,gould's performance of bach on the piano doesn't please me anywhere as much as ross's on the harpsichord.,0,,0,0
676,1,tom's dog with one eye attacked frank's with three legs.,0,,0,0
677,1,"because steve's of a spider's eye had been stolen, i borrowed fred's diagram of a snake's fang.",1,['had been stolen'],1,0
678,1,neither von karajan's recording of beethoven's 6th on columbia nor klemperer's has the right tempo.,0,,0,0
679,1,tom's dog with one eye attacked fred's.,0,,0,0
680,1,i borrowed fred's diagram of a snake's eye because steve's had been stolen.,1,['had been stolen'],1,0
681,1,jerry attempted to blow up the pentagon.,0,,0,0
682,1,so fast did he run that nobody could catch him.,0,,0,0
683,1,"bill bought a red house, and max bought one too.",0,,0,0
684,1,who always drinks milk?,0,,0,0
685,1,the book which inspired them was very long.,0,,0,0
686,1,the book what inspired them was very long.,0,,0,0
687,1,i know the person whose mother died.,0,,0,0
688,1,the person whose mother's dog we were all fond of.,0,,0,0
689,1,i wonder whose mother died.,0,,0,0
690,1,i wonder whose mother's dog died.,0,,0,0
691,1,i wonder to whom they dedicated the building.,0,,0,0
692,1,give me the phone number of the person whose mother's dog died.,0,,0,0
693,1,this is the senator to whose mother's friend's sister's i sent the letter.,0,,0,0
694,1,i want goes to the store.,0,,0,0
695,1,i wonder what to be a clown on the cover of.,0,,0,0
696,1,bother you that kim left!,0,,0,0
697,1,a student who to talk to us just walked in.,0,,0,0
698,1,whose bagels do you like?,0,,0,0
699,1,i wonder in whom to place my trust.,0,,0,0
700,1,there were several old rocks songs that she and i were the only two who knew.,0,,0,0
701,1,it was to to amuse us that kim was singing that they wanted.,0,,0,0
702,1,what they feared most was to be no one available to help them.,0,,0,0
703,1,we tried to amuse them that kim was singing.,0,,0,0
704,1,"mary asked me if, in st.",0,,0,0
704,2,"louis, john could rent a house cheap.",0,,0,0
705,1,"mary arranged for, in st.",0,,0,0
705,2,"louis, john to rent a house cheap.",0,,0,0
706,1,it would be unwise for there to be no fire exit.,0,,0,0
707,1,i believe there to be no way out.,0,,0,0
708,1,i wonder in whom them to place their trust.,0,,0,0
709,1,i wonder whom us to trust.,0,,0,0
710,1,i wonder who for us to trust.,0,,0,0
711,1,i wonder who to place my trust in.,0,,0,0
712,1,i know the people that voted in the election.,0,,0,0
713,1,i threw away a book that sandy thought we had read.,0,,0,0
714,1,i thought that you were sick.,0,,0,0
715,1,i dislike the people in who we placed our trust.,0,,0,0
716,1,i dislike the company in which we placed our trust.,0,,0,0
717,1,i dislike the people in whose house we stayed.,0,,0,0
718,1,i dislike the person with whom we were talking.,0,,0,0
719,1,"jones, that we were talking to last night, always watches football games alone.",0,,0,0
720,1,a letter was received that jones would be upset by.,1,"['was received', 'would be upset']",2,1
721,1,a letter was received jones would be upset by.,1,"['was received', 'would be upset']",2,1
722,1,i saw someone yesterday i hadn't seen for years.,0,,0,0
723,1,something happened i couldn't really talk about.,0,,0,0
724,1,the only person that i like whose kids dana is willing to put up with is pat.,0,,0,0
725,1,the book that i like which everyone else in the class hates was written by john.,1,['was written'],1,0
726,1,the only person whose kids dana is willing to put up with was written by john.,1,['was written'],1,0
727,1,the book that i like - everyone else in the class hates.,0,,0,0
728,1,the only person whose kids dana is willing to put up with is pat.,0,,0,0
729,1,"which book's, author did you meet?",0,,0,0
730,1,which boy's mother did you meet who you liked?,0,,0,0
731,1,"which book's, author did you meet who you liked?",0,,0,0
732,1,which boy's mother did you meet?,0,,0,0
733,1,all who lost money in the scam are eligible for the program.,0,,0,0
734,1,who for sandy to talk to is still enrolled in the class?,1,['is still enrolled'],1,0
735,1,who who you like does sandy also like?,0,,0,0
736,1,everything you like is on the table.,0,,0,0
737,1,the bills passed by the house yesterday that we objected to were vetoed.,1,['were vetoed'],1,0
738,1,the only people being added to our group who were at harvard were students.,1,['being added'],1,1
739,1,we like ourselves.,0,,0,0
740,1,nobody likes us.,0,,0,0
741,1,leslie likes ourselves.,0,,0,0
742,1,ourselves like ourselves.,0,,0,0
743,1,she voted for herself.,0,,0,0
744,1,we gave us presents.,0,,0,0
745,1,we gave ourselves presents.,0,,0,0
746,1,we gave presents to ourselves.,0,,0,0
747,1,we gave us to the cause.,0,,0,0
748,1,we gave ourselves to the cause.,0,,0,0
749,1,leslie told us about us.,0,,0,0
750,1,leslie told ourselves about us.,0,,0,0
751,1,we think that leslie likes us.,0,,0,0
752,1,we think that leslie likes ourselves.,0,,0,0
753,1,our friends like us.,0,,0,0
754,1,those pictures of us offended us.,0,,0,0
755,1,we found your letter to ourselves in the trash.,0,,0,0
756,1,vote for you!,0,,0,0
757,1,vote for yourself!,0,,0,0
758,1,we appeared to them to vote for themselves.,0,,0,0
759,1,we admired the pictures of us in the album.,0,,0,0
760,1,we admired the pictures of ourselves in the album.,0,,0,0
761,1,leslie used a pen.,0,,0,0
762,1,we put the pigs in a pen.,0,,0,0
763,1,we need to pen the pigs to keep them from getting into the corn.,0,,0,0
764,1,they should pen the letter quickly.,0,,0,0
765,1,the car won't run.,0,,0,0
766,1,this dye will run.,0,,0,0
767,1,she can run an accelerator.,0,,0,0
768,1,these stockings will run.,0,,0,0
769,1,we need another run to win.,0,,0,0
770,1,lee saw the student with a telescope.,0,,0,0
771,1,i forgot how good beer tastes.,0,,0,0
772,1,visiting relatives can be boring.,0,,0,0
773,1,if only superman would stop flying planes!,0,,0,0
774,1,that's a new car dealership.,0,,0,0
775,1,i know you like the back of my hand.,0,,0,0
776,1,max is on the phone now.,0,,0,0
777,1,i saw her duck.,0,,0,0
778,1,i'm creating a committee.,0,,0,0
778,2,Not a Sentence,0,,0,0
778,3,â you're in charge.,0,,0,0
779,1,lights go out at ten.,0,,0,0
779,2,there will be no talking afterwards.,0,,0,0
780,1,they found the book on the atom.,0,,0,0
781,1,which experts testified against defendants who exposed them?,0,,0,0
782,1,list all experts for the defendant who represented himself.,0,,0,0
783,1,list associates of each defendant who speaks spanish.,0,,0,0
784,1,they lost themselves' books.,0,,0,0
785,1,some sentences go on and on and on.,0,,0,0
786,1,sentences some go on and on and on and on.,0,,0,0
787,1,that surprised me.,0,,0,0
788,1,i noticed the.,0,,0,0
789,1,they were interested in his.,0,,0,0
790,1,this is my favorite.,0,,0,0
791,1,a large dog chased a small cat.,0,,0,0
792,1,some people yell at noisy dogs in my neighborhood.,0,,0,0
793,1,some people yell at the dogs in my neighborhood.,0,,0,0
794,1,some people yell at the dogs.,0,,0,0
795,1,some people yell at noisy dogs.,0,,0,0
796,1,some people yell at dogs.,0,,0,0
797,1,some people consider the noisy dogs dangerous.,0,,0,0
798,1,some people consider the dogs in my neighborhood dangerous.,0,,0,0
799,1,some people consider noisy dogs in my neighborhood dangerous.,0,,0,0
800,1,some people consider the dogs dangerous.,0,,0,0
801,1,some people consider noisy dogs dangerous.,0,,0,0
802,1,some people consider dogs in my neighborhood dangerous.,0,,0,0
803,1,some people consider dogs dangerous.,0,,0,0
804,1,people with children who use drugs should be locked up.,1,['should be locked'],1,0
805,1,this disease gave leslie a fever in rome.,0,,0,0
806,1,the love of my life and mother of my children would never do such a thing.,0,,0,0
807,1,"most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.",1,['are quickly forgotten'],1,0
808,1,it is painting by klee or drawing by miro that the museum displays no.,0,,0,0
809,1,the defendant denied the accusation.,0,,0,0
810,1,the teacher disappeared the problem.,0,,0,0
811,1,the teacher handed the student.,0,,0,0
812,1,the bird sings.,0,,0,0
813,1,the bird sing.,0,,0,0
814,1,birds sings.,0,,0,0
815,1,the birds give the worm a tug.,0,,0,0
816,1,the bird give the worm a tug.,0,,0,0
817,1,the birds gives the worm a tug.,0,,0,0
818,1,terry delighted in my pain.,0,,0,0
819,1,terry delighted.,0,,0,0
820,1,terry delighted my pain.,0,,0,0
821,1,kerry remarked it was late.,0,,0,0
822,1,what additional categories and rules would be required to handle these verbs?,1,['would be required'],1,0
823,1,we created a monster.,0,,0,0
824,1,i was already aware of fact.,0,,0,0
825,1,the defendant deny the allegation.,0,,0,0
826,1,the defendants denies the allegation.,0,,0,0
827,1,the defendant walks.,0,,0,0
828,1,the defendant walk.,0,,0,0
829,1,the defendants walks.,0,,0,0
830,1,how many feature structures categories can label the first daughter?,0,,0,0
831,1,the child put the toy on the table.,0,,0,0
832,1,the teacher became angry with the students.,0,,0,0
833,1,the teacher became.,0,,0,0
834,1,the jury believed the defendant lied.,0,,0,0
835,1,the guests dined.,0,,0,0
836,1,we relied on leslie.,0,,0,0
837,1,we relied above leslie.,0,,0,0
838,1,we celebrated in the streets.,0,,0,0
839,1,we celebrated in the streets in the rain on tuesday in the morning.,0,,0,0
840,1,the children are happy of ice cream.,0,,0,0
841,1,the children are fond with the ice cream.,0,,0,0
842,1,the children are fond that they have ice cream.,0,,0,0
843,1,a magazine appeared on the newsstands.,0,,0,0
844,1,a magazine about crime appeared on the newsstands.,0,,0,0
845,1,newsweek appeared on the newsstands.,0,,0,0
846,1,newsweek about crime appeared on the newsstands.,0,,0,0
847,1,the report that crime was declining surprised many people.,0,,0,0
848,1,the book surprised many people.,0,,0,0
849,1,the book that crime was declining surprised many people.,0,,0,0
850,1,the storm arrived after the picnic.,0,,0,0
851,1,the storm arrived while the picnic.,0,,0,0
852,1,the storm arrived while we ate lunch.,0,,0,0
853,1,this dogs barked.,0,,0,0
854,1,these dogs barked.,0,,0,0
855,1,a chair was broken.,1,['was broken'],1,1
856,1,they want them arrested.,0,,0,0
857,1,they preferred them arrested.,0,,0,0
858,1,we preferred them on our team.,0,,0,0
859,1,"with my parents as supportive as they are, i'll be in fine shape.",0,,0,0
860,1,we walks.,0,,0,0
861,1,few dog barked.,0,,0,0
862,1,the dogs barked.,0,,0,0
863,1,i walk and dana runs.,0,,0,0
864,1,they like us.,0,,0,0
865,1,us like them.,0,,0,0
866,1,kim likes dogs.,0,,0,0
867,1,dogs like kim.,0,,0,0
868,1,the person responsible confessed.,0,,0,0
869,1,the person confessed responsible.,0,,0,0
870,1,the cat slept soundly and furry.,0,,0,0
871,1,the soundly and furry cat slept.,0,,0,0
872,1,"chris walks, pat eats broccoli, and sandy plays squash.",0,,0,0
873,1,there was some particular dog who saved every family.,0,,0,0
874,1,susan frightens her.,0,,0,0
875,1,susan told her a story.,0,,0,0
876,1,susan told a story to her.,0,,0,0
877,1,susan devoted herself to linguistics.,0,,0,0
878,1,nobody told susan about herself.,0,,0,0
879,1,that picture of susan offended her.,0,,0,0
880,1,he offended sandy.,0,,0,0
881,1,i enjoy yourself.,0,,0,0
882,1,they talk to themselves.,0,,0,0
883,1,nobody told susan.,0,,0,0
884,1,protect yourself!,0,,0,0
885,1,protect you!,0,,0,0
886,1,i met the person who left.,0,,0,0
887,1,leslie slept.,0,,0,0
888,1,chris handed bo.,0,,0,0
889,1,dana walked and leslie ran.,0,,0,0
890,1,dana walking and leslie ran.,0,,0,0
891,1,dana walking and leslie running.,0,,0,0
892,1,the putter of books left.,0,,0,0
893,1,kris donated a book to the library.,0,,0,0
894,1,the police sprayed the protesters with water.,0,,0,0
895,1,the police sprayed water on the protesters.,0,,0,0
896,1,the students drove cars.,0,,0,0
897,1,these cars drive easily.,0,,0,0
898,1,the horse kicked me black and blue.,0,,0,0
899,1,they yelled.,0,,0,0
900,1,the horse raced past the barn fell.,0,,0,0
901,1,the horse that was raced past the barn fell.,1,['was raced'],1,1
902,1,the boat seen down the river sank.,0,,0,0
903,1,the evidence assembled by the prosecution convinced the jury.,0,,0,0
904,1,lou forgot the umbrella.,0,,0,0
905,1,lou forgot the umbrella in the closet.,0,,0,0
906,1,lou hoped the umbrella was broken.,1,['was broken'],1,1
907,1,lou hoped the umbrella in the closet.,0,,0,0
908,1,lou put the umbrella was broken.,1,['was broken'],1,0
909,1,lou put the umbrella in the closet.,0,,0,0
910,1,the artist drew the child with a pencil.,0,,0,0
911,1,the dog bit the cat.,0,,0,0
912,1,the cat was bitten the mouse.,1,['was bitten'],1,1
913,1,the cat was bitten the mouse by the dog.,1,['was bitten'],1,1
914,1,chris was handed sandy a note by pat.,1,['was handed'],1,1
915,1,chris was handed a note.,1,['was handed'],1,1
916,1,chris was handed sandy a note.,1,['was handed'],1,1
917,1,tv puts dumb ideas in children's heads.,0,,0,0
918,1,dumb ideas are put in children's heads by tv.,1,['are put'],1,1
919,1,dumb ideas are put in children's heads.,1,['are put'],1,1
920,1,dumb ideas are put notions in children's heads by tv.,1,['are put'],1,1
921,1,the patient died.,0,,0,0
922,1,the patient was died.,1,['was died'],1,1
923,1,chris was handed.,1,['was handed'],1,1
924,1,tv puts dumb ideas.,0,,0,0
925,1,he was arrested by the police.,1,['was arrested'],1,1
926,1,the cat got bitten.,1,['got bitten'],1,1
927,1,the cat were bitten by the dog.,1,['were bitten'],1,1
928,1,there is a monster in loch ness.,0,,0,0
929,1,it is obvious that pat is lying.,0,,0,0
930,1,pat is the captain of the team.,0,,0,0
931,1,pat is hate chris.,0,,0,0
932,1,there is a unicorn in the garden.,0,,0,0
933,1,there was a felon elected to the city council.,1,['felon elected'],1,0
934,1,there is a seat available.,0,,0,0
935,1,a seat available was in the last row.,0,,0,0
936,1,many people were fond of pat.,0,,0,0
937,1,people are looking through the window.,0,,0,0
938,1,a felon was elected to the city council.,1,['was elected'],1,1
939,1,there loved sandy.,0,,0,0
940,1,we talked to them about there.,0,,0,0
941,1,it mattered that the giants had lost.,0,,0,0
942,1,that dogs bark annoys people.,0,,0,0
943,1,it annoys people that dogs bark.,0,,0,0
944,1,that chris knew the answer occurred to pat.,0,,0,0
945,1,it never occurred to pat that chris knew the answer.,0,,0,0
946,1,that the cardinal won the game gave sandy a thrill.,0,,0,0
947,1,it gave sandy a thrill that the cardinal won the game.,0,,0,0
948,1,that sandy had lied suggested.,0,,0,0
949,1,it loved sandy.,0,,0,0
950,1,cohen proved the independence of the continuum hypothesis.,0,,0,0
951,1,cohen proved that the continuum hypothesis was independent.,0,,0,0
952,1,we forgot our invitations.,0,,0,0
953,1,nobody saw pat.,0,,0,0
954,1,that fido barks annoys me.,0,,0,0
955,1,fido barks.,0,,0,0
956,1,chris dreads the bucket.,0,,0,0
957,1,the candidates bring advantage to the voters.,0,,0,0
958,1,tabs are kept on suspected drug dealers by the fbi.,1,['are kept'],1,1
959,1,advantage is taken of every opportunity for improvement.,1,['is taken'],1,1
960,1,the bucket was kicked by pat.,1,['was kicked'],1,1
961,1,john is sad.,0,,0,0
962,1,john loaded the wagon full with hay.,0,,0,0
963,1,john loaded the wagon with hay green.,0,,0,0
964,1,i presented john with it dead.,0,,0,0
965,1,of whom are you thinking?,0,,0,0
966,1,john became rich.,0,,0,0
967,1,i gave john gold apples.,0,,0,0
968,1,how silly is bill considered?,0,,0,0
969,1,how mad was bill made?,0,,0,0
970,1,john is sick.,0,,0,0
971,1,john left singing.,0,,0,0
972,1,john is near larry.,0,,0,0
973,1,john gave bill the dog dead.,0,,0,0
974,1,bill was struck by john as stupid.,1,['was struck'],1,1
975,1,john was struck as sick.,1,['was struck'],1,1
976,1,john was struck by bill's idiocy.,1,['was struck'],1,1
977,1,john promised bill to leave.,0,,0,0
978,1,john tried to leave.,0,,0,0
979,1,to leave would be a pleasure.,0,,0,0
980,1,john was struck by bill as pompous.,1,['was struck'],1,1
981,1,john was promised by bill to leave.,1,['was promised'],1,1
982,1,they make good cooks.,0,,0,0
983,1,there is nothing to do.,0,,0,0
984,1,john has something for bill to do.,0,,0,0
985,1,i am counting on bill to incriminate himself.,0,,0,0
986,1,on whom are you counting to incriminate himself?,0,,0,0
987,1,i am counting on bill to get there on time.,0,,0,0
988,1,i would prefer to leave.,0,,0,0
989,1,i would hate for john to leave.,0,,0,0
990,1,i would prefer for john to leave.,0,,0,0
991,1,it was hated for john to leave.,1,['was hated'],1,1
992,1,john decided for bill to get the prize.,0,,0,0
993,1,john decided bill to get the prize.,0,,0,0
994,1,to die is no fun.,0,,0,0
995,1,john wants to leave.,0,,0,0
996,1,john counted on bill to get there on time.,0,,0,0
997,1,i bought bill a book to read.,0,,0,0
998,1,john told mary that it would be important to leave early.,0,,0,0
999,1,john told mary that it was important to fred to leave early.,0,,0,0
1000,1,"john, told mary that it would be appropriate to leave together.",0,,0,0
1001,1,the election of john president surprised me.,0,,0,0
1002,1,john's arriving dead surprised me.,0,,0,0
1003,1,the attempt by john to leave surprised me.,0,,0,0
1004,1,john left orders to follow pete.,0,,0,0
1005,1,john left us orders to follow pete.,0,,0,0
1006,1,john left orders not to be disturbed.,1,['be disturbed'],1,0
1007,1,that he is here is clear.,0,,0,0
1008,1,it is a problem that he is here.,0,,0,0
1009,1,it bothers me that he is here.,0,,0,0
1010,1,john regretted it that bill had a good time.,0,,0,0
1011,1,john believes it that bill is here.,0,,0,0
1012,1,john believes it sincerely that bill is here.,0,,0,0
1013,1,john is aware of it that bill is here.,0,,0,0
1014,1,john felt it that bill was tardy.,0,,0,0
1015,1,john believed it that bill was tardy.,0,,0,0
1016,1,it was believed that bill was tardy.,1,['was believed'],1,1
1017,1,that john is reluctant seems.,0,,0,0
1018,1,it is the problem that he is here.,0,,0,0
1019,1,that he is here is the problem.,0,,0,0
1020,1,the problem we are discussing is george.,0,,0,0
1021,1,it is to give up to leave.,0,,0,0
1022,1,it would prove our theory to be untenable for carrots to be vegetables.,0,,0,0
1023,1,it was believed to be illegal by them to do that.,1,['was believed'],1,1
1024,1,john grudgingly accepted judgments of his incompetence as an auto mechanic.,0,,0,0
1025,1,it was to john that i gave the book.,0,,0,0
1026,1,i bought it to read.,0,,0,0
1027,1,i bought it to give to pete.,0,,0,0
1028,1,i gave it to pete to take to the fair.,0,,0,0
1029,1,i gave pete the book to impress.,0,,0,0
1030,1,i wrote to bill.,0,,0,0
1031,1,i presented it to bill to read.,0,,0,0
1032,1,i presented bill with it to read.,0,,0,0
1033,1,i gave a book to bill to read.,0,,0,0
1034,1,john thinks it would upset himself to die.,0,,0,0
1035,1,john made bill mad at himself.,0,,0,0
1036,1,john made bill master of himself.,0,,0,0
1037,1,the correspondence school made bill a good typist.,0,,0,0
1038,1,the correspondence school sent bill a good typist.,0,,0,0
1039,1,john considers bill silly.,0,,0,0
1040,1,john considers bill to be silly.,0,,0,0
1041,1,john bought a dog for himself to play with.,0,,0,0
1042,1,john arranged for himself to get the prize.,0,,0,0
1043,1,john talked to bill about himself.,0,,0,0
