document,binary,passive_match(es),raw_passive_count,raw_passive_sents_count,raw_sentence_count,passive_sents_percentage,ID,human_coding
The sports station will be cleaned by me.,1,['will be cleaned'],1,1,1,1.0,ALG1XBLARJ545,1
My team was the recipient of the trophy.,0,[],0,0,1,0.0,A2SKOPFTRTNFUY,0
Swimming was one of my hobbies.,0,[],0,0,1,0.0,A347NXF6NQGM5G,0
Sports can be exciting,0,[],0,0,1,0.0,AFRKVRPZ2RHY8,0
I am watching Sports and eating nachos.,0,[],0,0,1,0.0,A2OZKKX2O0YTLD,0
He collided with the opposing player ,0,[],0,0,1,0.0,A240OTT1T85UGT,0
He used to play sports before the car crash.,0,[],0,0,1,0.0,A55E4CZQLYYO3,0
I play basketball.,0,[],0,0,1,0.0,A3QNSOORS63W0D,0
Sports remain entertaining.,0,[],0,0,1,0.0,A63XZD0XGIMAI,0
The baseball game was tiring.,0,[],0,0,1,0.0,A2ONKY3JGB34T3,0
Alex Rodriguez hit home run.,0,[],0,0,1,0.0,AOJD8D9NXVAR3,0
Sports teaches people how to work in teams.,0,[],0,0,1,0.0,A33B85TN97HQ33,0
"If the team has weak offensive line, their quarterback will more likely be sacked.",1,['be sacked'],1,1,1,1.0,A3J72C0SIACZBS,1
The opposing team was prevented from scoring.,1,['was prevented'],1,1,1,1.0,AW3PWVBIGPNAA,1
We play sports.,0,[],0,0,1,0.0,AC95JAUAM2L2Z,0
Soccer is game reserved for dedicated athletes.,0,[],0,0,1,0.0,AFE7E450NETF2,0
im into sports,0,[],0,0,1,0.0,AXR1QGU4KTMSZ,0
The player was sent to the bench.,1,['was sent'],1,1,1,1.0,COPIEDAKHKMEPXX1YZ9,1
Kids need sports for their physical development,0,[],0,0,1,0.0,AOZBPO12UMPUY,0
watching sports is fun.,0,[],0,0,1,0.0,A1JSPB0XCFUUG1,0
The ball was thrown.,1,['was thrown'],1,1,1,1.0,A2VAG94W4SK18C,1
Cheerleading was one of my favorite sports when I was in high school. ,0,[],0,0,1,0.0,A2GIT09BQEUM9M,0
Sports are played. ,1,['are played'],1,1,1,1.0,A162CO8K267FU8,1
I hit the ball in baseball.,0,[],0,0,1,0.0,A3S9ASZKIIJ3WF,0
Sports bring fun to the masses.,0,[],0,0,1,0.0,A3JUAN2Y9XTK5L,0
Kansas City should have won the game.,0,[],0,0,1,0.0,A23FK9ROU01U4D,0
The sports team is good,0,[],0,0,1,0.0,A79XOBCSS4NTG,0
The quarterback threw the ball. ,0,[],0,0,1,0.0,AU34Y1DWWQ47O,0
i played sports,0,[],0,0,1,0.0,A2TWX0MB777CAB,0
Sports are the greatest thing ever created ,1,['thing ever created'],1,1,1,1.0,A1HYNGG8LZUV47,0
Sports were popular even amongst early man ,0,[],0,0,1,0.0,AQDBBBTN8NE9X,0
Sports were not his favorite topic.,0,[],0,0,1,0.0,A36G7I51D5O1M4,0
Sports was broadcasted earlier than usual.,1,['was broadcasted'],1,1,1,1.0,COPIEDAPV3GK8ZEXB0J,1
I love to play sports.,0,[],0,0,1,0.0,A38LW34F26WBJY,0
I performed well in my basketball game.,0,[],0,0,1,0.0,A35TZ4YGDSXSEC,0
The ball ended up in the goal.,0,[],0,0,1,0.0,A37CSK5QI41636,0
This was great year for Sports in Tampa. ,0,[],0,0,1,0.0,ACIWLS3IQPV1J,0
My brother played soccer and I was chatting to my friend while he was playing.,0,[],0,0,1,0.0,A1N274L13ZKKI5,0
Billy is sports fanatic.,0,[],0,0,1,0.0,A3NG205QJ48IM4,0
She did not have talent in Sports.,0,[],0,0,1,0.0,A2I6YPPQK6BU09,0
Sports isn cancelled yet. ,0,[],0,0,1,0.0,A1H4MYPDJ2K3VI,1
He was interested in playing basketball.,0,[],0,0,1,0.0,A15B294KHVGPFV,0
I love baseball ,0,[],0,0,1,0.0,A3774HPOUKYTX7,0
I played all types of sports when I was younger.,0,[],0,0,1,0.0,ARTARDCXLJ5H6,0
Football is fun to watch.,0,[],0,0,1,0.0,A2RCUR9HJ9D0UQ,0
I love playing and watching sports.,0,[],0,0,1,0.0,AO9AKYPPGGGZ4,0
I hate playing sports,0,[],0,0,1,0.0,ADIW4L4IGU98R,0
"Johnnie plays several sports, including basketball, football and wrestling.",0,[],0,0,1,0.0,A34IZFOSHOZ4GN,0
Sue cheered at the baseball game. ,0,[],0,0,1,0.0,A11ILN5YSUDVG8,0
Football was played by the kids during recess. ,1,['was played'],1,1,1,1.0,A13CFYL1AW272Y,1
The new player was delighted by the star player athletic ability.,1,['was delighted'],1,1,1,1.0,AAFM5PPF9P0W,1
Tom Brady the goat. ,0,[],0,0,1,0.0,A20P819KPQWCK0,0
Sports is not the only thing on television these days.,0,[],0,0,1,0.0,A2OKJSKQFMCZTP,0
i enjoy participating in sports,0,[],0,0,1,0.0,AM0FRMVODTMXA,0
I am playing sports this afternoon. ,0,[],0,0,1,0.0,A2WSYQ5TS09U1,0
Sam throws the soccer ball to his dog.,0,[],0,0,1,0.0,A1FAQI8VXLAMBM,0
I watch the sport of baseball daily.,0,[],0,0,1,0.0,A3C9B757QTE20C,0
Sports can be means to express oneself,0,[],0,0,1,0.0,AK70USZXEJSF3,0
I love to play sports.,0,[],0,0,1,0.0,A3BWZ6V34W8SXX,0
I don watch sports as frequently as I used to. ,0,[],0,0,1,0.0,A3U6RDG7BLH6YZ,0
Sports figures are paid exorbitant amounts of money.,1,['are paid'],1,1,1,1.0,A2HUWXLMG214BI,0
The team was cheered on by their fans.,1,['was cheered'],1,1,1,1.0,A16DIQCMNWPBAN,1
I am very interested in basketball.,0,[],0,0,1,0.0,A357ADRGNGMMKC,0
Sports is just not my interest.,0,[],0,0,1,0.0,A3V2HVY764HJS4,0
He never enjoyed playing sports.,0,[],0,0,1,0.0,A2W5PAZJG6X8Q8,0
Sports bring many people together.,0,[],0,0,1,0.0,A118RTS8BOFIH7,0
The game was lost by the team.,1,['was lost'],1,1,1,1.0,A31CNXHGR49DJR,1
I love to participate in sports.,0,[],0,0,1,0.0,A3OM2ZQ7FUDTIN,0
I used to play sports when I was younger.,0,[],0,0,1,0.0,A3PSV85ZUXP9VF,0
I shot basketball and pooped at the same time. ,0,[],0,0,1,0.0,A3G11HOZ5PCWOH,0
Sports are way of killing time. ,0,[],0,0,1,0.0,A33ELVLU0NX9N9,0
The field was filled with players.,0,[],0,0,1,0.0,A2W434UNNBRS4L,0
my team is winning,0,[],0,0,1,0.0,A2EW08X2I87RXL,0
Tackles were missed on the long touchdown run.,1,['were missed'],1,1,1,1.0,AHTWQSOY6HTJI,1
I had the best time at that football game.,0,[],0,0,1,0.0,A16Y5JEB1EF9CY,0
Sports are mildly amusing.,0,[],0,0,1,0.0,A3M0L33TPD346S,0
The baseball player hit more home runs than any other player this season.,0,[],0,0,1,0.0,AY4KZOUEZ8BAM,0
Sports plays crucial role in everyone life.,0,[],0,0,1,0.0,A14Z1JSAR9JEON,0
"Being in football requires, good education and good attitude.",0,[],0,0,1,0.0,A3M2Q7EZCJ85GE,0
I watched sports on T.V. last night.,0,[],0,0,2,0.0,A36W1PIV68AE5K,0
I played basketball when I was kid.,0,[],0,0,1,0.0,ANR81FZBHHR0F,0
Team sports ceased during the pandemic,0,[],0,0,1,0.0,A2UOOBZQ5L2EL1,0
Sports are great for getting in some extra exercise ,0,[],0,0,1,0.0,j2wj0096lt,0
"Oh man, that looks fun ",0,[],0,0,1,0.0,A3NUGUAMBKYMZY,0
Sports impact the betting business.,0,[],0,0,1,0.0,A33TBDS0UALKW2,0
The field goal was made by the kicker.,1,['was made'],1,1,1,1.0,A2BT7QVGXJKFKI,1
The quarterback practiced daily.,0,[],0,0,1,0.0,A39J8MSTUDVH0D,0
Extreme sports open up new horizons.,0,[],0,0,1,0.0,A15X9KAJB8M54B,0
sports are no longer exciting.,0,[],0,0,1,0.0,A1CRE2Z623JZ6V,0
The player could not keep track of the ball.,0,[],0,0,1,0.0,A3H8A6SSZH6MQQ,0
Sports were halted during the pandemic.,1,['were halted'],1,1,1,1.0,A2137K4XEU12TI,1
Playing baseball with the team is one example of sports.,0,[],0,0,1,0.0,AMFIHFK9N0OVK,0
I play basketball.,0,[],0,0,1,0.0,A1JAWNX4R60ZZ0,0
I kicked the ball in the goal.,0,[],0,0,1,0.0,A1MPJYJCUAOFOB,0
I heard nothing about sports.,0,[],0,0,1,0.0,A3HT6YYXPBRKN3,0
I love football season and March Madness.,0,[],0,0,1,0.0,A3V9UGWBPDRFSG,0
my time was not recognized at the sports game.,1,['was not recognized'],1,1,1,1.0,A1ZJ3TU4QJIKLY,1
Sport are fun but are very difficult and time consuming when done professionally.,0,[],0,0,1,0.0,A129LL7SYP8EOE,1
The off-season is covered extensively on espn.com.,1,['is covered'],1,1,1,1.0,A2VUF0V7HT51Q3,1
I never did much with sports.,0,[],0,0,1,0.0,A3IB7YJHP04OHI,0
The football player is running for office.,0,[],0,0,1,0.0,A13DHPKBQXN9R7,0
Football is the only sport I watch.,0,[],0,0,1,0.0,A1B3K5W6NZ03U2,0
The baseball game was watched at 5 P.M.,1,['was watched'],1,1,1,1.0,A29KJK7GPUF3OT,1
The ball was dribbled by me.,1,['was dribbled'],1,1,1,1.0,A26A77APE2SUR5,1
I love watching sports on TV.,0,[],0,0,1,0.0,A8BSFVAPZBIUS ,0
I am going to play some baseball ,0,[],0,0,1,0.0,A1ADRYNCJIRFOO,0
The ball was thrown by the tallest player on the team.,1,['was thrown'],1,1,1,1.0,A1PAN54I7HWSZI,1
The Basketball season is ending.,0,[],0,0,1,0.0,AS8JG1LSWTMGY,0
Sports are welcome respite.,0,[],0,0,1,0.0,A25D8WXH1F4CG9,0
Sports teams are always looking for new players. ,0,[],0,0,1,0.0,A1TK1M16KJJKEO,0
Frank played sports all through high school.,0,[],0,0,1,0.0,A1282WX3YWXM6E,0
I LOVE PLAYING GOLF,0,[],0,0,1,0.0,A3SUUPLFBSG1T9,0
Sports was used by politician.,1,['was used'],1,1,1,1.0,A2T6EBB0Z6TQZS  ,1
The player was left saddened by the bad play. ,1,['was left'],1,1,1,1.0,A3G1X3IP2VM4IK,1
I wish I could play softball.,0,[],0,0,1,0.0,A1KRDCZ1YYBUIZ,0
We were watching the ball game. ,0,[],0,0,1,0.0,A1X84CLJ7N1PLZ,0
Sports make me happy when my team wins.,0,[],0,0,1,0.0,A141B3S3ZLY8DI,0
The sports games were cancelled. ,1,['were cancelled'],1,1,1,1.0,A1BDJMFP24FBGL,1
the baseball player was good at sports,0,[],0,0,1,0.0,A3F34OE3VQ7W0V,0
The Soccer player was sent to the bench.,1,['was sent'],1,1,1,1.0,A2BQ5JORLYGZMV,1
I am playing basketball ,0,[],0,0,1,0.0,A3ONF400XL2Y9U,0
Everybody loves to watch sports.,0,[],0,0,1,0.0,A2HDZE2L9EX2SY,0
NBA fans are screwed,0,[],0,0,1,0.0,A2EY0J9LOPU3TU,0
The sports complex is across the street.,0,[],0,0,1,0.0,A20SXG1DHDIDI7,0
Sports were taking up significant part of my life,0,[],0,0,1,0.0,A2Y81T0DIFJ866,0
I love watching Sports ,0,[],0,0,1,0.0,A2MF4QDKE40KVN,0
I love football,0,[],0,0,1,0.0,A7Z6P6K85HX54,0
Soccer is the most watched of all sports worldwide.,0,[],0,0,1,0.0,A2PY9UB56M2PP2,0
Sports is now just another arm of politics. ,0,[],0,0,1,0.0,A2JUTTLDE5LGHH,0
I like basketball,0,[],0,0,1,0.0,A2F58OOW7K3DD2,0
He was very interested in sports in high school.,0,[],0,0,1,0.0,A1QW2XUJ7KZCV5,0
You missed my game. ,0,[],0,0,1,0.0,A3G3TIX6FEMN8R,0
Close the door after you come inside.,0,[],0,0,1,0.0,A2DDPSXH2X96RF,0
I like watching my sports right now,0,[],0,0,1,0.0,A2BZY06YRWGEDL,0
The ball was kicked by the goalie. ,1,['was kicked'],1,1,1,1.0,A1C8FN01981A69,1
When will the Chicago Bulls win their next game ,0,[],0,0,1,0.0,A2DU76P3SED4T6,0
I played basketball,0,[],0,0,1,0.0,AYSX5GNO640MZ,0
The ball sailed over my head and I lost the points.,0,[],0,0,1,0.0,A2R30HQXQN76IC,0
"Not everyone is sports fan, but I love them.",0,[],0,0,1,0.0,AMDUEMZUK9GJC,0
She had been the last to bat in two innings.,0,[],0,0,1,0.0,A2WS07SCLNP1GV,0
"At one time in history, sports were America favorite past time, but now it is being offended. ",1,['is being offended'],1,1,1,1.0,A3V3LIPOU53GZQ,1
The team did an okay job this match.,0,[],0,0,1,0.0,AQDA6OMC4W5V8,0
Chris used to play baseball.,0,[],0,0,1,0.0,A1K3VCFF62LIO2,0
The students play sports every day.,0,[],0,0,1,0.0,A2AFAWJX5LTUVN,0
The Cardinals will begin playing in one hour. ,0,[],0,0,1,0.0,AW8JVJQNLTXND,0
The athlete won the race.,0,[],0,0,1,0.0,A26ZENZ5G8AEGM,0
Basketball is sport commonly played.,0,[],0,0,1,0.0,A3Q9H7A8J8GR01,0
The players celebrated when the game ended. ,0,[],0,0,1,0.0,A2SULQE4M8C3CM,0
Sports controls much of the attention in college towns.,0,[],0,0,1,0.0,A2LDDDJ4WBKB8Y,0
Sports can be very interesting and fun spectating event.,0,[],0,0,1,0.0,A2VJ27EN5W4MU,0
They played the sports.,0,[],0,0,1,0.0,A1SBWRAOJBEFIM,0
SPORTS IS ONE OF ACTIVITY TO BUILD YOUR BODY S IMMUNE SYSTEM.,0,[],0,0,1,0.0,A12JQZP4XVOABB,0
he likes sports,0,[],0,0,1,0.0,AE5138F868GYB,0
A sports team is selling t-shirts outside.,0,[],0,0,1,0.0,AY2L2CZ6OKNEA,0
The ball was caught by the catcher.,1,['was caught'],1,1,1,1.0,A2S7LNJG767XIU,1
"Sports, such as football and soccer, entertain people of all ages.",0,[],0,0,1,0.0,A370S3V5OUNP4E,0
He was going to quit the team.,0,[],0,0,1,0.0,A2ZKKOPPN3AX2G,0
The sports arena is filled.,0,[],0,0,1,0.0,AH7I3K3OJKA5L,0
A pitcher throws the ball to batter in baseball.,0,[],0,0,1,0.0,A5BCSSPC180AG,0
Sports are fun afterschool activity for kids.,0,[],0,0,1,0.0,A1TO9C7AZND1VO,0
I wish I hit the baseball.,0,[],0,0,1,0.0,AE0C5U5HZ7WR9,0
My favorite Sports game is arm chair football.,0,[],0,0,1,0.0,A1D4RC6K6Y5KAV,0
I played soccer.,0,[],0,0,1,0.0,A345TDMHP3DQ3G,0
Sports were never mentioned ,1,['were never mentioned'],1,1,1,1.0,A1U5UPSCURNRAA,1
Playing sports is great exercise.,0,[],0,0,1,0.0,A18UTX5FD7NPRV,0
Players had been taken off the field.,1,['had been taken'],1,1,1,1.0,A3T79IEUFBB473,1
The ball just barely hit the hoop as it went through the basket.,0,[],0,0,1,0.0,A3HKD5JYXYBK5Q,0
Sports are fun.,0,[],0,0,1,0.0,A3MSMV01T3S53S,0
I wish I had seen the game.,0,[],0,0,1,0.0,A2JAE9P7FQXU2T,0
Sports is probably the absolute best way to pass time.,0,[],0,0,1,0.0,A23K77HMD9APAJ,0
Sports promote living an active lifestyle. ,0,[],0,0,1,0.0,A322UHGPRL2UWO,0
The player was sent off before the end of the period.,1,['was sent'],1,1,1,1.0,A1EDKVYT9ZCGUH,1
I am on the way to tackle the player on the field.,0,[],0,0,1,0.0,A3CX8S6Q0QEW8E,0
Bill and Dan were talking about sports.,0,[],0,0,1,0.0,AYX9OCFWBM939,0
They won the game 10-7,0,[],0,0,1,0.0,A1HNB2243A2PQH,0
Sports were discussed at dinner yesterday.,1,['were discussed'],1,1,1,1.0,A1Y38T7IZWJQAE,1
The science being done was cutting edge.,1,['being done'],1,1,1,1.0,A3ATU3VULAB7K2,1
Science will solve many new problems.,0,[],0,0,1,0.0,A1CTJ8UT7SF317,0
I liked science in school.,0,[],0,0,1,0.0,A327Q0Y175MEH7,0
The students were tested on the periodic chart.,1,['were tested'],1,1,1,1.0,A19TD2J8506A4Y,1
The biologists studies various life forms. ,0,[],0,0,1,0.0,A2DDXYTEVDV5F5,0
I wish that the days was longer.,0,[],0,0,1,0.0,AJ9O2ZA0E8UDZ,0
The engineer used result from esoteric mathematics.,0,[],0,0,1,0.0,AYXXMHLZRAPF9,0
Science is going to pave the way to the future.,0,[],0,0,1,0.0,A3M0L33TPD346S,0
A fascinating subject is science.,0,[],0,0,1,0.0,A33GB614ST7J82,0
The doctor discovered cure for cancer.,0,[],0,0,1,0.0, COPIEDAKHKMEPXX1YZ9,0
Atoms split during nuclear fission.,0,[],0,0,1,0.0,A23273YME4RCEB,0
Science was the theme of the fair.,0,[],0,0,1,0.0,A3O4WYGKH31OX,0
"When discussing science, less said the better.",0,[],0,0,1,0.0,A3NLSGHK6RFXA8,0
The scientist studies the new data.,0,[],0,0,1,0.0,AOJF7CPZVK5U3,0
Many research articles are published.,1,['are published'],1,1,1,1.0,A154ZJKRSX6847,0
Science is trusted by intelligent and informed people.,1,['is trusted'],1,1,1,1.0,A3FXVNZ5VG98IP,1
We should listen to science in our battle against COVID-19.,0,[],0,0,1,0.0,AYXN53TNFG71P,0
The chemicals were ordered by the lab.,1,['were ordered'],1,1,1,1.0,AMUKX1DM4ASA7,1
How does science relate in the studies of the humanities ,0,[],0,0,1,0.0,AFE7E450NETF2,0
SCIENCE MAKES EVERYONE HAVE FUN.,0,[],0,0,1,0.0,A2DLZ9PK82J8L2,0
Science is risky business. ,0,[],0,0,1,0.0,ARON01UO1YK7I,0
Perserverance successful landing delighted me ,0,[],0,0,1,0.0,A3RNGN5WLE1OBU,0
"The moon has been around for very long time, I wish I saw the rocket launch back in the day.",0,[],0,0,1,0.0,A1ZZETG57T5D5X,0
Science explains lot of phenomena ,0,[],0,0,1,0.0,A2Z75NJBZ46RE9,0
Science was almost destroyed by the ignorant masses.,1,['was almost destroyed'],1,1,1,1.0,A1CI5U3BLQ2DDS,1
 Science will cure all our problems. ,0,[],0,0,1,0.0,A1CI5U3BLQ2DDS ,0
The scientists evaluated their theses in the lab. ,0,[],0,0,1,0.0,ATSNZCC16HIOI,0
I wish I was scientist ,0,[],0,0,1,0.0,A1SWGSFIMZJQE,0
Science isn believed by everyone. ,0,[],0,0,1,0.0,A33UZLF8WW0DV1,1
New video from the Mars landing is online.,0,[],0,0,1,0.0,A39GP79ULCP9J2,0
Science is useful.,0,[],0,0,1,0.0,A2X5BYJKVKSYQQ,0
Some people think that science is not real ,0,[],0,0,1,0.0,A12S5JDG2D5HEW,0
I look through telescopes to see the planet and stars. ,0,[],0,0,1,0.0,A1FAQI8VXLAMBM,0
The infection was caused by covid.,1,['was caused'],1,1,1,1.0,A3P1QF00PF2DF9,1
Theaters are moving slowly as I look at the sky.,0,[],0,0,1,0.0,A16ZLWV0QUJP65,0
The physics teacher advocated encouraging women students to study S.T.E.M. subjects.,0,[],0,0,2,0.0,AOJD8D9NXVAR3,0
The full moon passed last week.,0,[],0,0,1,0.0,A1ZLWV0QUJP65,0
She completed the lab experiment.,0,[],0,0,1,0.0,AAL5LUI5U3NAV,0
Mary studied science in college. ,0,[],0,0,1,0.0,A1TK1M16KJJKEO,0
I took the science class,0,[],0,0,1,0.0,A79XOBCSS4NTG,0
Science study is gaining interest.,0,[],0,0,1,0.0,A2O3IWIVOZD4S7,0
Science is difficult subject.,0,[],0,0,1,0.0,A2SVKAI2PNTS79,0
Science classes are full.,0,[],0,0,1,0.0,A2O3IWIVOZD4S7,0
Science is known for its research.,1,['is known'],1,1,1,1.0,A2VNR6984SDFGQ,0
Scientists were studying. ,0,[],0,0,1,0.0,A3CLBF224TRYC9,0
The teacher showed the students the science textbook.,0,[],0,0,1,0.0,A8TLS2F8LFQ68,0
The science of global warming is very popular. ,0,[],0,0,1,0.0,AIJPLVW0ULYTH,0
Science has come such long way since i was born.,0,[],0,0,1,0.0,A3CX0LXFHZ6I3I,0
I studying science so I can make career out of it.,0,[],0,0,1,0.0,A2LEBJWW395FST,0
The chemical interaction resulted in an explosion.,0,[],0,0,1,0.0,AFTSLCMJASJDR,0
He is interested in Science,0,[],0,0,1,0.0,AA0EJ752F121Q,0
Dr. Fauci applies science when he speaks about Covid strategy.,0,[],0,0,1,0.0,A2VN0R4EGGV7KE,0
We performed an experiment in the lab today.,0,[],0,0,1,0.0,AJKA9BKC011F2,0
Science is the key to make progress. ,0,[],0,0,1,0.0,A2X823PACMMOKP,0
The science fair will be very busy today.,0,[],0,0,1,0.0,ALG1XBLARJ545,0
My science textbook was rather outdated.,0,[],0,0,1,0.0,A2SKOPFTRTNFUY,0
A lot of time was put into researching for vaccine.,1,['was put'],1,1,1,1.0,A347NXF6NQGM5G,1
The science of it is strong.,0,[],0,0,1,0.0,AFRKVRPZ2RHY8,0
I am taking Science class.,0,[],0,0,1,0.0,A2OZKKX2O0YTLD,0
I stirred the bot until the chemical blew up ,0,[],0,0,1,0.0,A240OTT1T85UGT,0
She studied science at the local university. ,0,[],0,0,1,0.0,A55E4CZQLYYO3,0
I conduct chemical experiments.,0,[],0,0,1,0.0,A3QNSOORS63W0D,0
Science explores our existance.,0,[],0,0,1,0.0,A63XZD0XGIMAI,0
Science was never strong topic for me in school.,0,[],0,0,1,0.0,A2ONKY3JGB34T3,0
Dr. Fauci made remarks about the variants of COVID-19.,0,[],0,0,1,0.0,AOJD8D9NXVAR3,0
Science gives many people employment opportunities.,0,[],0,0,1,0.0,A33B85TN97HQ33,0
Pluto was discovered in the 20th century.,1,['was discovered'],1,1,1,1.0,A3J72C0SIACZBS,1
Money was not granted for research.,1,['was not granted'],1,1,1,1.0,AW3PWVBIGPNAA,1
Science has many different categories.,0,[],0,0,1,0.0,AC95JAUAM2L2Z,0
Chemistry reveals the mysteries of everyday chain reactions.,0,[],0,0,1,0.0,AFE7E450NETF2,0
im into science,0,[],0,0,1,0.0,AXR1QGU4KTMSZ,0
Chemistry is an interesting field of study.,0,[],0,0,1,0.0,COPIEDAKHKMEPXX1YZ9,0
Science rocks,0,[],0,0,1,0.0,AOZBPO12UMPUY,0
Science is important for growth.,0,[],0,0,1,0.0,A1JSPB0XCFUUG1,0
The animals were used in the experiment.,1,['were used'],1,1,1,1.0,A2VAG94W4SK18C,1
Science can be quite fun when doing experiments. ,0,[],0,0,1,0.0,A2GIT09BQEUM9M,0
Science is great.,0,[],0,0,1,0.0,A162CO8K267FU8,0
I love science.,0,[],0,0,1,0.0,A3S9ASZKIIJ3WF,0
Science lead to medical progress.,0,[],0,0,1,0.0,A3JUAN2Y9XTK5L,0
He was late for his geology class yesterday.,0,[],0,0,1,0.0,A23FK9ROU01U4D,0
The science class seems fun,0,[],0,0,1,0.0,A79XOBCSS4NTG,0
The biologists helped create vaccine. ,0,[],0,0,1,0.0,AU34Y1DWWQ47O,0
he enjoyed sceince,0,[],0,0,1,0.0,A2TWX0MB777CAB,0
"Science is so very exciting, especially for the younger kids.",0,[],0,0,1,0.0,A1HYNGG8LZUV47,0
Science was discussed at the meeting,1,['was discussed'],1,1,1,1.0,AQDBBBTN8NE9X,1
The subject discussed was science.,0,[],0,0,1,0.0,A36G7I51D5O1M4,1
Science required lot more study time than Math.,0,[],0,0,1,0.0,COPIEDAPV3GK8ZEXB0J,0
I read magazines about science.,0,[],0,0,1,0.0,A38LW34F26WBJY,0
"Science is the best learning subject,",0,[],0,0,1,0.0,A35TZ4YGDSXSEC,0
DNA was discovered by Watson and Crick.,1,['was discovered'],1,1,1,1.0,A37CSK5QI41636,1
Life is more like science experiment with each day changing. ,0,[],0,0,1,0.0,ACIWLS3IQPV1J,0
I experimented with with some salt in water while I read the instructions.,0,[],0,0,1,0.0,A1N274L13ZKKI5,0
Science makes the unbelievable understandable.,0,[],0,0,1,0.0,A3NG205QJ48IM4,0
I do not know much about science.,0,[],0,0,1,0.0,A2I6YPPQK6BU09,0
Science is the final frontier. ,0,[],0,0,1,0.0,A1H4MYPDJ2K3VI,0
The professor was struggling to teach evolution to the creationists. ,0,[],0,0,1,0.0,A15B294KHVGPFV,0
I really enjoy chemistry.,0,[],0,0,1,0.0,A3774HPOUKYTX7,0
We can learn lot of fun things in science class.,0,[],0,0,1,0.0,ARTARDCXLJ5H6,0
The scientist is from New York.,0,[],0,0,1,0.0,A2RCUR9HJ9D0UQ,0
Tyson names science as one of his favorite school subjects.,0,[],0,0,1,0.0,AO9AKYPPGGGZ4,0
I love science,0,[],0,0,1,0.0,ADIW4L4IGU98R,0
"I study science and therefore, am knowledgeable about vaccines.",0,[],0,0,1,0.0,A34IZFOSHOZ4GN,0
I mixed the chemical per instruction in the lab. ,0,[],0,0,1,0.0,A11ILN5YSUDVG8,0
The vaccine was developed by top scientists in the country. ,1,['was developed'],1,1,1,1.0,A13CFYL1AW272Y,1
The microscope was focused on the sample of skin cells.,1,['was focused'],1,1,1,1.0,AAFM5PPF9P0W,1
Bill Nye the Science guy had his own tv show. ,0,[],0,0,1,0.0,A20P819KPQWCK0,0
Science is the S is STEM.,0,[],0,0,1,0.0,A2OKJSKQFMCZTP,0
i wish i had engaged more in Science class,0,[],0,0,1,0.0,AM0FRMVODTMXA,0
I am going to Science class today. ,0,[],0,0,1,0.0,A2WSYQ5TS09U1,0
I am measuring the temperature of this beaker.,0,[],0,0,1,0.0,A1FAQI8VXLAMBM,0
I take science class everyday.,0,[],0,0,1,0.0,A3C9B757QTE20C,0
Science explains great deal about the universe,0,[],0,0,1,0.0,AK70USZXEJSF3,0
I a big fan of science.,0,[],0,0,1,0.0,A3BWZ6V34W8SXX,0
Today settled science is tomorrow flat earth theory. ,0,[],0,0,1,0.0,A3U6RDG7BLH6YZ,0
Science can never answer every question.,0,[],0,0,1,0.0,A2HUWXLMG214BI,0
The science teacher was pleased with his students test scores.,0,[],0,0,1,0.0,A16DIQCMNWPBAN,0
This is the most important scientific breakthrough in recent years. ,0,[],0,0,1,0.0,A357ADRGNGMMKC,0
Every student must take class in science.,0,[],0,0,1,0.0,A3V2HVY764HJS4,0
The student skipped science class.,0,[],0,0,1,0.0,A2W5PAZJG6X8Q8,0
In Science many scientists spend their time researching new theories.,0,[],0,0,1,0.0,A118RTS8BOFIH7,0
The sea tides are controlled by the moon.,1,['are controlled'],1,1,1,1.0,A31CNXHGR49DJR,1
Science is must,0,[],0,0,1,0.0,A3OM2ZQ7FUDTIN,0
"The professor taught science, but was not very good at it.",0,[],0,0,1,0.0,A3PSV85ZUXP9VF,0
