document,binary,passive_match(es),raw_passive_count,raw_passive_sents_count,raw_sentence_count,passive_sents_percentage,ID,human_coding
I skipped my science class. ,0,[],0,0,1,0.0,A3G11HOZ5PCWOH,0
Science tells us things about our world. ,0,[],0,0,1,0.0,A33ELVLU0NX9N9,0
The laboratory is filled with chemicals.,0,[],0,0,1,0.0,A2W434UNNBRS4L,0
what is happening in the world right now is science,0,[],0,0,1,0.0,A2EW08X2I87RXL,0
False findings were presented at the conference. ,1,['were presented'],1,1,1,1.0,AHTWQSOY6HTJI,1
"When I used to take biology, I enjoyed it.",0,[],0,0,1,0.0,A16Y5JEB1EF9CY,0
I think science is interesting.,0,[],0,0,1,0.0,A3M0L33TPD346S,0
The biologist fought with the psychologist about the results of the other.,0,[],0,0,1,0.0,AY4KZOUEZ8BAM,0
Science is the main driver of advancement.,0,[],0,0,1,0.0,A14Z1JSAR9JEON,0
Science use to be my favorite subject ,0,[],0,0,1,0.0,A3M2Q7EZCJ85GE,0
I watched man on about science experiments. ,0,[],0,0,1,0.0,A36W1PIV68AE5K,0
I wish I could investigate more on volcanoes.,0,[],0,0,1,0.0,ANR81FZBHHR0F,0
Science was not taken into consideration during the discussion.,1,['was not taken'],1,1,1,1.0,A2UOOBZQ5L2EL1,1
Science is the favorite subject of my entire class.,0,[],0,0,1,0.0,j2wj0096lt,0
now we can blow it up ,0,[],0,0,1,0.0,A3NUGUAMBKYMZY,0
Science is making the world better place.,0,[],0,0,1,0.0,A33TBDS0UALKW2,0
The biology experiment was approved by the committee.,1,['was approved'],1,1,1,1.0,A2BT7QVGXJKFKI,1
Science is Matt favorite subject he loves solving problems,0,[],0,0,1,0.0,A39J8MSTUDVH0D,0
Science has discovered the cell cycle is influenced by many things.,1,['is influenced'],1,1,1,1.0,A15X9KAJB8M54B,1
science is evolving continuously.,0,[],0,0,1,0.0,A1CRE2Z623JZ6V,0
The water was heated to boiling point.,0,[],0,0,1,0.0,A3H8A6SSZH6MQQ,1
science has been given more recognition after covid.,1,['has been given'],1,1,1,1.0,A2137K4XEU12TI,1
Students perform experiments as part of learning about the subject of science.,0,[],0,0,1,0.0,AMFIHFK9N0OVK,0
It is important to study science.,0,[],0,0,1,0.0,A1JAWNX4R60ZZ0,0
Flowers produce nectar to attract insects.,0,[],0,0,1,0.0,A1MPJYJCUAOFOB,0
I heard science was important.,0,[],0,0,1,0.0,A3HT6YYXPBRKN3,0
I love learning about medical technology advances.,0,[],0,0,1,0.0,A3V9UGWBPDRFSG,0
The scientest was satisfied with his colegues anatomy esay.,0,[],0,0,1,0.0,A1ZJ3TU4QJIKLY,0
Science is very difficult to some people.,0,[],0,0,1,0.0,A129LL7SYP8EOE,0
The experiment was conducted over period of six months.,1,['was conducted'],1,1,1,1.0,A2VUF0V7HT51Q3,1
I wish I had studied science in school.,0,[],0,0,1,0.0,A3IB7YJHP04OHI,0
The lab tech is working late.,0,[],0,0,1,0.0,A13DHPKBQXN9R7,0
I like to read about science.,0,[],0,0,1,0.0,A1B3K5W6NZ03U2,0
The theory was proven by scientist.,1,['was proven'],1,1,1,1.0,A29KJK7GPUF3OT,1
The frog was dissected for exploration.,1,['was dissected'],1,1,1,1.0,A26A77APE2SUR5,1
Science blows that theory out of the water.,0,[],0,0,1,0.0,A8BSFVAPZBIUS ,0
I am going to do crazy experiment in chemistry.,0,[],0,0,1,0.0,A1ADRYNCJIRFOO,0
The experiment was completed by the team with the largest monetary grant.,1,['was completed'],1,1,1,1.0,A1PAN54I7HWSZI,1
Science knowledge has grown exponentially in the last decade. ,0,[],0,0,1,0.0,AS8JG1LSWTMGY,0
Science and politics make strange bedfellows.,0,[],0,0,1,0.0,A25D8WXH1F4CG9,0
Many people think science is the most important part of evolution. ,0,[],0,0,1,0.0,A1TK1M16KJJKEO,0
Ralph enjoyed teaching science in his classroom.,0,[],0,0,1,0.0,A1282WX3YWXM6E,0
VIROLOGY IS THE STUDY OF VIRUSES,0,[],0,0,1,0.0,A3SUUPLFBSG1T9,0
Science was neglected.,1,['was neglected'],1,1,1,1.0,A2T6EBB0Z6TQZS  ,1
The girl quickly cleaned up the mess she made after combining chemicals in the test tube.,0,[],0,0,1,0.0,A3G1X3IP2VM4IK,0
The scientist measured the chemicals for the experiment.,0,[],0,0,1,0.0,A1KRDCZ1YYBUIZ,0
We were studying physics. ,0,[],0,0,1,0.0,A1X84CLJ7N1PLZ,0
Science is about observation.,0,[],0,0,1,0.0,A141B3S3ZLY8DI,0
The science was sound and well reasoned.,0,[],0,0,1,0.0,A1BDJMFP24FBGL,0
the kids learned science at school,0,[],0,0,1,0.0,A3F34OE3VQ7W0V,0
The scientists were made to reschedule their rocket launch.,1,['were made'],1,1,1,1.0,A2BQ5JORLYGZMV,1
The science is evolving ,0,[],0,0,1,0.0,A3ONF400XL2Y9U,0
Science is the truth.,0,[],0,0,1,0.0,A2HDZE2L9EX2SY,0
it was called science matter,1,['was called'],1,1,1,1.0,A2EY0J9LOPU3TU,0
Science is always evolving with new information.,0,[],0,0,1,0.0,A20SXG1DHDIDI7,0
Science was denied in the national news,1,['was denied'],1,1,1,1.0,A2Y81T0DIFJ866,1
Science can be difficult topic to discuss ,0,[],0,0,1,0.0,A2MF4QDKE40KVN,0
I hate science,0,[],0,0,1,0.0,A7Z6P6K85HX54,0
Science is my son favorite subject.,0,[],0,0,1,0.0,A2PY9UB56M2PP2,0
Science is our salvation. ,0,[],0,0,1,0.0,A2JUTTLDE5LGHH,0
I read about latest developments in science,0,[],0,0,1,0.0,A2F58OOW7K3DD2,0
Science was her second choice after she realized she didn qualify for the Arts program.,0,[],0,0,1,0.0,A1QW2XUJ7KZCV5,0
You forgot about the assignment. ,0,[],0,0,1,0.0,A3G3TIX6FEMN8R,0
I am baking chocolate cake this evening.,0,[],0,0,1,0.0,A2DDPSXH2X96RF,0
Science is doing wonders right now,0,[],0,0,1,0.0,A2BZY06YRWGEDL,0
Discoveries were made in the Chemistry laboratory. ,1,['were made'],1,1,1,1.0,A1C8FN01981A69,1
When will everyone have chance to get COVID-19 vaccine ,0,[],0,0,1,0.0,A2DU76P3SED4T6,0
Science helps me discover other planets.,0,[],0,0,1,0.0,AYSX5GNO640MZ,0
Stephen poured one chemical into another with small poof of smoke.,0,[],0,0,1,0.0,A2R30HQXQN76IC,0
The scientist was excited by her new discovery.,1,['was excited'],1,1,1,1.0,AMDUEMZUK9GJC,1
The experiment had been repeated by other labs.,1,['had been repeated'],1,1,1,1.0,A2WS07SCLNP1GV,1
In science we were asked to build model volcano. ,1,['were asked'],1,1,1,1.0,A3V3LIPOU53GZQ,1
I don really know much about science.,0,[],0,0,1,0.0,AQDA6OMC4W5V8,0
Sam is going to take the science exam.,0,[],0,0,1,0.0,A1K3VCFF62LIO2,0
We need to follow the science to get through this pandemic.,0,[],0,0,1,0.0,A2AFAWJX5LTUVN,0
The new trial for the vaccine will begin today. ,0,[],0,0,1,0.0,AW8JVJQNLTXND,0
Science is an important subject in school.,0,[],0,0,1,0.0,A26ZENZ5G8AEGM,0
Lot of benefits are provided by science.,1,['are provided'],1,1,1,1.0,A3Q9H7A8J8GR01,1
The science experiment illustrated how water freezes. ,0,[],0,0,1,0.0,A2SULQE4M8C3CM,0
Science creates new knowledge we use to shape our world.,0,[],0,0,1,0.0,A2LDDDJ4WBKB8Y,0
We can learn lot about COVID-19 from science and research.,0,[],0,0,1,0.0,A2VJ27EN5W4MU,0
Children learn science.,0,[],0,0,1,0.0,A1SBWRAOJBEFIM,0
SCIENCE IS FUNDAMENTAL OF PHYSICS.,0,[],0,0,1,0.0,A12JQZP4XVOABB,0
I was good in Science.,0,[],0,0,1,0.0,AE5138F868GYB,0
Science has contributed to many advances in beauty.,0,[],0,0,1,0.0,AY2L2CZ6OKNEA,0
The monkey was studied by Scientist name Jack.,1,['was studied'],1,1,1,1.0,A2S7LNJG767XIU,1
"Science, specifically biology, interests Kiera the most in school. ",0,[],0,0,1,0.0,A370S3V5OUNP4E,0
He was going to ask about climate change.,0,[],0,0,1,0.0,A2ZKKOPPN3AX2G,0
There is science to what will happen.,0,[],0,0,1,0.0,AH7I3K3OJKA5L,0
Scientists love facts.,0,[],0,0,1,0.0,A5BCSSPC180AG,0
Science is popular subject to take in college.,0,[],0,0,1,0.0,A1TO9C7AZND1VO,0
Who knows if it science or fiction ,0,[],0,0,1,0.0,AE0C5U5HZ7WR9,0
It is Science that is curing the nation from the Covid virus.,0,[],0,0,1,0.0,A1D4RC6K6Y5KAV,0
I hate studying science.,0,[],0,0,1,0.0,A345TDMHP3DQ3G,0
Science has been my worst subject ,0,[],0,0,1,0.0,A1U5UPSCURNRAA,0
Science is very big topic lately.,0,[],0,0,1,0.0,A18UTX5FD7NPRV,0
Discoveries in physic were lagging from past years.,0,[],0,0,1,0.0,A3T79IEUFBB473,0
Plants make nutrients with their leaves and roots.,0,[],0,0,1,0.0,A3HKD5JYXYBK5Q,0
Science is interesting.,0,[],0,0,1,0.0,A3MSMV01T3S53S,0
The science was manipulated to make the people wear masks.,1,['was manipulated'],1,1,1,1.0,A2JAE9P7FQXU2T,1
I love how complex science is ,0,[],0,0,2,0.0,A23K77HMD9APAJ,0
Science divides into many different sub-categories. ,0,[],0,0,1,0.0,A322UHGPRL2UWO,0
My hypothesis was not recognized.,1,['was not recognized'],1,1,1,1.0,A1EDKVYT9ZCGUH,1
I wish I could use the microscope.,0,[],0,0,1,0.0,A3CX8S6Q0QEW8E,0
The teacher was completed the science fair.,1,['was completed'],1,1,1,1.0,AYX9OCFWBM939,0
They had found some evidence of rashes in the vaccine.,0,[],0,0,1,0.0,A1HNB2243A2PQH,0
Science has been an essential component of recovery from the global pandemic.,0,[],0,0,1,0.0,A1Y38T7IZWJQAE,0
The culture was being appropriated.,1,['was being appropriated'],1,1,1,1.0,A3ATU3VULAB7K2,1
The culture is delightful to me.,0,[],0,0,1,0.0,A1CTJ8UT7SF317,0
I would love to learn about different culture ,0,[],0,0,1,0.0,A327Q0Y175MEH7,0
Thanksgiving dinner was eaten at home.,1,['was eaten'],1,1,1,1.0,A19TD2J8506A4Y,1
Americans enjoy barbecuing on July 4th. ,0,[],0,0,1,0.0,A2DDXYTEVDV5F5,0
I wish I could see them during the ceremony.,0,[],0,0,1,0.0,AJ9O2ZA0E8UDZ,0
I learning new language.,0,[],0,0,1,0.0,AYXXMHLZRAPF9,0
I feel culture is imperative to style.,0,[],0,0,1,0.0,A3M0L33TPD346S,0
The people were shaped by culture.,1,['were shaped'],1,1,1,1.0,A33GB614ST7J82,1
Young people these days are on their phones constantly.,0,[],0,0,1,0.0, COPIEDAKHKMEPXX1YZ9,0
"The Cherokee tribal traditions include language, spirituality, food, storytelling, and art.",0,[],0,0,1,0.0,A23273YME4RCEB,0
Culture was taught at school.,1,['was taught'],1,1,1,1.0,A3O4WYGKH31OX,1
"As for culture, they clearly had none.",0,[],0,0,1,0.0,A3NLSGHK6RFXA8,0
The museum exhibit will make us question reality. ,0,[],0,0,1,0.0,AOJF7CPZVK5U3,0
Culture was common study topic.,0,[],0,0,1,0.0,A154ZJKRSX6847,0
Culture is passed down through generations of people.,1,['is passed'],1,1,1,1.0,A3FXVNZ5VG98IP,1
I am very surprised at all of the Cancel Culture initiaves.,0,[],0,0,1,0.0,AYXN53TNFG71P,0
The magazine was delivered to her house. ,1,['was delivered'],1,1,1,1.0,AMUKX1DM4ASA7,1
Japanese culture thrives on an honorable set of values.,0,[],0,0,1,0.0,AFE7E450NETF2,0
EVERYONE IS MOLDED BY CULTURE. ,1,['is molded'],1,1,1,1.0,A2DLZ9PK82J8L2,1
Culture is an ideology. ,0,[],0,0,1,0.0,ARON01UO1YK7I,0
I enjoy culture activities such as dance and plays.,0,[],0,0,1,0.0,A3RNGN5WLE1OBU,0
The room is filled with lot of diversity.,0,[],0,0,1,0.0,A1ZZETG57T5D5X,0
Culture enriches our lives,0,[],0,0,1,0.0,A2Z75NJBZ46RE9,0
Roman culture was destroyed by the barbarians.,1,['was destroyed'],1,1,1,1.0,A1CI5U3BLQ2DDS,1
Culture enlivens our lives.,0,[],0,0,1,0.0,A1CI5U3BLQ2DDS ,0
The museum attendees gawked at the Egyptian tombs. ,0,[],0,0,1,0.0,ATSNZCC16HIOI,0
I will influence the culture ,0,[],0,0,1,0.0,A1SWGSFIMZJQE,0
Cultures are different all over the world. ,0,[],0,0,1,0.0,A33UZLF8WW0DV1,0
The Scandinavian Heritage festival takes place on Memorial Day weekend.,0,[],0,0,1,0.0,A39GP79ULCP9J2,0
The culture was toxic.,0,[],0,0,1,0.0,A2X5BYJKVKSYQQ,0
I always wondered what is American culture. ,0,[],0,0,1,0.0,A12S5JDG2D5HEW,0
Some cultures bow to each other in greeting.,0,[],0,0,1,0.0,A1FAQI8VXLAMBM,0
Our culture has been overtaken by political correctness.,1,['has been overtaken'],1,1,1,1.0,A3P1QF00PF2DF9,1
This concert is filled with cultural experience.,0,[],0,0,1,0.0,A16ZLWV0QUJP65,0
I went to the museum to learn about Japanese art culture.,0,[],0,0,1,0.0,AOJD8D9NXVAR3,0
Back in the day culture was important.,0,[],0,0,1,0.0,A1ZLWV0QUJP65,0
I learned lot about the African culture.,0,[],0,0,1,0.0,AAL5LUI5U3NAV,0
Her Irish culture shows when she get angry. ,0,[],0,0,1,0.0,A1TK1M16KJJKEO,0
I experience the country culture,0,[],0,0,1,0.0,A79XOBCSS4NTG,0
Culture is important to society.,0,[],0,0,1,0.0,A2O3IWIVOZD4S7,0
Culture is varied among the world.,0,[],0,0,1,0.0,A2SVKAI2PNTS79,0
Culture is the way we understand our society.,0,[],0,0,1,0.0,A2O3IWIVOZD4S7,0
The culture had been known.,1,['had been known'],1,1,1,1.0,A2VNR6984SDFGQ,1
They were from different country. ,0,[],0,0,1,0.0,A3CLBF224TRYC9,0
I enjoy engaging in cultures other than my own.,0,[],0,0,1,0.0,A8TLS2F8LFQ68,0
Our culture is changing with each generation. ,0,[],0,0,1,0.0,AIJPLVW0ULYTH,0
i wondering if the culture within our organization is safe.,0,[],0,0,1,0.0,A3CX0LXFHZ6I3I,0
My culture is part of who I am. ,0,[],0,0,1,0.0,A2LEBJWW395FST,0
The changing culture has had negative effect on society.,0,[],0,0,1,0.0,AFTSLCMJASJDR,0
The culture was different than she expected,0,[],0,0,1,0.0,AA0EJ752F121Q,0
The company embraces culture of diversity.,0,[],0,0,1,0.0,A2VN0R4EGGV7KE,0
We learned about the Chinese culture when we were there.,0,[],0,0,1,0.0,AJKA9BKC011F2,0
My culture is disappearing fast.,0,[],0,0,1,0.0,A2X823PACMMOKP,0
The people in the Indian culture were running. ,0,[],0,0,1,0.0,ALG1XBLARJ545,0
The island culture was judged as being primitive.,1,['was judged'],1,1,1,1.0,A2SKOPFTRTNFUY,1
Thanksgiving is celebrated by Americans.,1,['is celebrated'],1,1,1,1.0,A347NXF6NQGM5G,1
The culture of country is important,0,[],0,0,1,0.0,AFRKVRPZ2RHY8,0
I am immersing myself in my Latina Culture.,0,[],0,0,1,0.0,A2OZKKX2O0YTLD,0
They danced to their cultural music ,0,[],0,0,1,0.0,A240OTT1T85UGT,0
The town culture disappeared after the volcano eruption.,0,[],0,0,1,0.0,A55E4CZQLYYO3,0
The black lives matter movement is powerful.,0,[],0,0,1,0.0,A3QNSOORS63W0D,0
Culture enables understanding.,0,[],0,0,1,0.0,A63XZD0XGIMAI,0
People of different cultures were not represented in the meeting.,1,['were not represented'],1,1,1,1.0,A2ONKY3JGB34T3,1
The painting had hints of Japanese culture to it.,0,[],0,0,1,0.0,AOJD8D9NXVAR3,0
Culture has very divisive nature.,0,[],0,0,1,0.0,A33B85TN97HQ33,0
Some songs are popularized by the movies that played them.,1,['are popularized'],1,1,1,1.0,A3J72C0SIACZBS,1
Our culture has been corrupted.,1,['has been corrupted'],1,1,1,1.0,AW3PWVBIGPNAA,1
Your culture comes from your community.,0,[],0,0,1,0.0,AC95JAUAM2L2Z,0
Culture is something people have in common.,0,[],0,0,1,0.0,AFE7E450NETF2,0
I am into culture,0,[],0,0,1,0.0,AXR1QGU4KTMSZ,0
Social media use is rampant among young people.,0,[],0,0,1,0.0,COPIEDAKHKMEPXX1YZ9,0
There is culture war going on in today society,0,[],0,0,1,0.0,AOZBPO12UMPUY,0
We need to preserve our culture.,0,[],0,0,1,0.0,A1JSPB0XCFUUG1,0
The award winner was nominated that night.,1,['was nominated'],1,1,1,1.0,A2VAG94W4SK18C,1
Exploring different cultures can be quite fun. ,0,[],0,0,1,0.0,A2GIT09BQEUM9M,0
Culture is learned. ,1,['is learned'],1,1,1,1.0,A162CO8K267FU8,1
I celebrate Christmas because I am catholic.,0,[],0,0,1,0.0,A3S9ASZKIIJ3WF,0
Culture brings sophistication to society.,0,[],0,0,1,0.0,A3JUAN2Y9XTK5L,0
The students had already studied the achievements of the country.,0,[],0,0,1,0.0,A23FK9ROU01U4D,0
The culture of that country is cool,0,[],0,0,1,0.0,A79XOBCSS4NTG,0
Italians love to eat pasta. ,0,[],0,0,1,0.0,AU34Y1DWWQ47O,0
the person is cultured,0,[],0,0,1,0.0,A2TWX0MB777CAB,0
Everyone is mean in this culture ,0,[],0,0,1,0.0,A1HYNGG8LZUV47,0
Egyptian culture was extremely weird.,0,[],0,0,1,0.0,AQDBBBTN8NE9X,0
Culture has been overlooked in many areas.,1,['has been overlooked'],1,1,1,1.0,A36G7I51D5O1M4,1
Culture requires different points of view.,0,[],0,0,1,0.0,COPIEDAPV3GK8ZEXB0J,0
I know lot about culture.,0,[],0,0,1,0.0,A38LW34F26WBJY,0
I love my ethnic culture.,0,[],0,0,1,0.0,A35TZ4YGDSXSEC,0
The art was well-received by the audience.,0,[],0,0,1,0.0,A37CSK5QI41636,1
I feel everyone gets offended by someone relating to their culture. ,1,['gets offended'],1,1,1,1.0,ACIWLS3IQPV1J,1
I watched Euphoria in the background while doing my homework.,0,[],0,0,1,0.0,A1N274L13ZKKI5,0
His Haitian culture is extremely important to him.,0,[],0,0,1,0.0,A3NG205QJ48IM4,0
Celebrity culture is overrated.,0,[],0,0,1,0.0,A2I6YPPQK6BU09,0
Cancel culture is dangerous to society. ,0,[],0,0,1,0.0,A1H4MYPDJ2K3VI,0
The Maori was happy to perform the hakka dance. ,0,[],0,0,1,0.0,A15B294KHVGPFV,0
I love your hair style ,0,[],0,0,1,0.0,A3774HPOUKYTX7,0
We are studying about culture in school this week.,0,[],0,0,1,0.0,ARTARDCXLJ5H6,0
The art museum is nice.,0,[],0,0,1,0.0,A2RCUR9HJ9D0UQ,0
John loved learning about Asian culture.,0,[],0,0,1,0.0,AO9AKYPPGGGZ4,0
I am going to chair the culture committee,0,[],0,0,1,0.0,ADIW4L4IGU98R,0
I participate in my culture of celebrating St. Patrick Day.,0,[],0,0,2,0.0,A34IZFOSHOZ4GN,0
Tom toured the new museum. ,0,[],0,0,1,0.0,A11ILN5YSUDVG8,0
Ben family was not very accepting of the cultural differences presented by his new girlfriend.,0,[],0,0,1,0.0,A13CFYL1AW272Y,0
The American was impressed by the vibrant Colombian culture.,1,['was impressed'],1,1,1,1.0,AAFM5PPF9P0W,1
Cancel culture toxic. ,0,[],0,0,1,0.0,A20P819KPQWCK0,0
Culture is about the people more so than the traditions.,0,[],0,0,1,0.0,A2OKJSKQFMCZTP,0
I wish i had asked more questions to my grandmother about our culture.,0,[],0,0,1,0.0,AM0FRMVODTMXA,0
I am going the Culture fair today. ,0,[],0,0,1,0.0,A2WSYQ5TS09U1,0
I bow when greeting my elders. ,0,[],0,0,1,0.0,A1FAQI8VXLAMBM,0
My culture tells me about where I am from.,0,[],0,0,1,0.0,A3C9B757QTE20C,0
Culture can mean lot to people.,0,[],0,0,1,0.0,AK70USZXEJSF3,0
I love to integrate myself in other cultures.,0,[],0,0,1,0.0,A3BWZ6V34W8SXX,0
"Comic book art used to be looked down upon, but it is now seen as viable art form. ",1,"['art used', 'be looked', 'is now seen']",3,1,1,1.0,A3U6RDG7BLH6YZ,1
My thoughts about today culture isn popular.,0,[],0,0,1,0.0,A2HUWXLMG214BI,0
The father was proud oh his sons eagerness to learn their native language.,0,[],0,0,2,0.0,A16DIQCMNWPBAN,0
I want to see the new African Art exhibit and the museum. ,0,[],0,0,1,0.0,A357ADRGNGMMKC,0
Their culture is very colorful.,0,[],0,0,1,0.0,A3V2HVY764HJS4,0
Many cultures are appropriated by white people ,1,['are appropriated'],1,1,1,1.0,A2W5PAZJG6X8Q8,1
"In culture many people enjoy their food, dance, and customs of their ancestors. ",0,[],0,0,1,0.0,A118RTS8BOFIH7,0
The movie was made hit by the actors.,1,['was made'],1,1,1,1.0,A31CNXHGR49DJR,1
Culture is passed down,1,['is passed'],1,1,1,1.0,A3OM2ZQ7FUDTIN,1
"The society had such rich culture, there was much to learn of them.",0,[],0,0,1,0.0,A3PSV85ZUXP9VF,0
I did not know about the sneaker culture around my school. ,0,[],0,0,1,0.0,A3G11HOZ5PCWOH,0
Culture is the way we know how to act in public. ,0,[],0,0,1,0.0,A33ELVLU0NX9N9,0
The Aztecs ruled Mesoamerica.,0,[],0,0,1,0.0,A2W434UNNBRS4L,0
there is cultural difference beet week different people,0,[],0,0,1,0.0,A2EW08X2I87RXL,0
The gallery opening was attended by many important figures.,1,['was attended'],1,1,1,1.0,AHTWQSOY6HTJI,1
"When we went to Puerto Rico, the culture was beautiful.",0,[],0,0,1,0.0,A16Y5JEB1EF9CY,0
"Culture is best ignored, maybe.",0,[],0,0,1,0.0,A3M0L33TPD346S,1
My favorite celebrity spoke out against racism last week.,0,[],0,0,1,0.0,AY4KZOUEZ8BAM,0
Culture both divides and unites people.,0,[],0,0,1,0.0,A14Z1JSAR9JEON,0
"Cultures, comes in many color shapes and sizes.",0,[],0,0,1,0.0,A3M2Q7EZCJ85GE,0
We need to do more about different culture.,0,[],0,0,1,0.0,A36W1PIV68AE5K,0
I eat Kimchi since it is part of my Korean culture.,0,[],0,0,1,0.0,ANR81FZBHHR0F,0
The girls culture was forgotten about.,1,['was forgotten'],1,1,1,1.0,A2UOOBZQ5L2EL1,1
Our differences in culture is perhaps what I find most interesting.,0,[],0,0,1,0.0,j2wj0096lt,0
I love how this cuisine tastes ,0,[],0,0,1,0.0,A3NUGUAMBKYMZY,0
Culture makes up our characters.,0,[],0,0,1,0.0,A33TBDS0UALKW2,0
The weekend was improved by the opening of the museum.,1,['was improved'],1,1,1,1.0,A2BT7QVGXJKFKI,1
Jill studies modern art at the local college.,0,[],0,0,1,0.0,A39J8MSTUDVH0D,0
Culture is the core of our society.,0,[],0,0,1,0.0,A15X9KAJB8M54B,0
The woke culture is hilarious.,0,[],0,0,1,0.0,A1CRE2Z623JZ6V,0
Television has become more diverse in 2020.,0,[],0,0,1,0.0,A3H8A6SSZH6MQQ,0
Culture was the main drive of the museum visit.,0,[],0,0,1,0.0,A2137K4XEU12TI,0
Having an expressive personality is part of LGBTQ culture.,0,[],0,0,1,0.0,AMFIHFK9N0OVK,0
I love studying different cultures.,0,[],0,0,1,0.0,A1JAWNX4R60ZZ0,0
I celebrate Christmas with my family.,0,[],0,0,1,0.0,A1MPJYJCUAOFOB,0
I hear very little about culture.,0,[],0,0,1,0.0,A3HT6YYXPBRKN3,0
My culture needs to work together to improve so that we can acheive.,0,[],0,0,1,0.0,A3V9UGWBPDRFSG,0
careers revolve around persons culture.,0,[],0,0,1,0.0,A1ZJ3TU4QJIKLY,0
learning about different cultures is interesting.,0,[],0,0,1,0.0,A129LL7SYP8EOE,0
Cultural studies will always be considered an important part of liberal arts education.,1,['be considered'],1,1,1,1.0,A2VUF0V7HT51Q3,1
I did not check on anything about my culture.,0,[],0,0,1,0.0,A3IB7YJHP04OHI,0
I love to learn about different cultures.,0,[],0,0,1,0.0,A13DHPKBQXN9R7,0
I do not know much about pop culture.,0,[],0,0,1,0.0,A1B3K5W6NZ03U2,0
"The movie was watched by 3,000 people.",1,['was watched'],1,1,1,1.0,A29KJK7GPUF3OT,1
The festival is scheduled for next week.,1,['is scheduled'],1,1,1,1.0,A26A77APE2SUR5,1
The work culture at Google is very relaxed.,0,[],0,0,1,0.0,A8BSFVAPZBIUS ,0
I want to know how to make sushi ,0,[],0,0,1,0.0,A1ADRYNCJIRFOO,0
The traditional dance was performed by the women in the group.,1,['was performed'],1,1,1,1.0,A1PAN54I7HWSZI,1
The culture is changing at breakneck speed ,0,[],0,0,1,0.0,AS8JG1LSWTMGY,0
Great Britain culture is overdue for change.,0,[],0,0,1,0.0,A25D8WXH1F4CG9,0
My culture revolves around my Italian upbringing. ,0,[],0,0,1,0.0,A1TK1M16KJJKEO,0
Leah loved to learn of her culture as time went on.,0,[],0,0,1,0.0,A1282WX3YWXM6E,0
CONCERTS ARE A FUN THING TO DO ON THE WEEKENDS,0,[],0,0,1,0.0,A3SUUPLFBSG1T9,0
Culture was changed by altering the story.,1,['was changed'],1,1,1,1.0,A2T6EBB0Z6TQZS  ,1
The young girls sighed as they were tired from dancing on Tik Tok. ,0,[],0,0,1,0.0,A3G1X3IP2VM4IK,0
Her culture was known to celebrate on that day.,1,['was known'],1,1,1,1.0,A1KRDCZ1YYBUIZ,1
We were interested in the Asian exhibits. ,0,[],0,0,1,0.0,A1X84CLJ7N1PLZ,0
